goal,target,indicator,seriesCode,seriesDesc,release,geoAreaCode,geoAreaName,parentCode,parentName,type,ISO3,UN_Member,X,Y,educationLevelCode,educationLevelDesc,unitsCode,unitsDesc,unitmultiplierCode,unitmultiplierDesc,reportingTypeCode,reportingTypeDesc,valueDetails,footnotes,sources,timeDetails,nature,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_latest_year,latest_year,ObjectId
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,580,Northern Mariana Islands,57,Micronesia,Country,MNP,0,145.7582114,15.19099517,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,581,United States Minor Outlying Islands,57,Micronesia,Country,UMI,0,-162.4343752,5.874443968,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,581,United States Minor Outlying Islands,57,Micronesia,Country,UMI,0,-162.4343752,5.874443968,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,581,United States Minor Outlying Islands,57,Micronesia,Country,UMI,0,-162.4343752,5.874443968,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,583,Micronesia (Federated States of),57,Micronesia,Country,FSM,1,158.225216,6.880670092,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,583,Micronesia (Federated States of),57,Micronesia,Country,FSM,1,158.225216,6.880670092,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,583,Micronesia (Federated States of),57,Micronesia,Country,FSM,1,158.225216,6.880670092,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,584,Marshall Islands,57,Micronesia,Country,MHL,1,171.0839119,7.110213497,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,584,Marshall Islands,57,Micronesia,Country,MHL,1,171.0839119,7.110213497,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,3.19149,,,3.19149,2016,183
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,584,Marshall Islands,57,Micronesia,Country,MHL,1,171.0839119,7.110213497,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,585,Palau,57,Micronesia,Country,PLW,1,134.5733878,7.502307591,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,585,Palau,57,Micronesia,Country,PLW,1,134.5733878,7.502307591,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,585,Palau,57,Micronesia,Country,PLW,1,134.5733878,7.502307591,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,586,Pakistan,34,Southern Asia,Country,PAK,1,68.80479684,29.36491634,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,586,Pakistan,34,Southern Asia,Country,PAK,1,68.80479684,29.36491634,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,52.00773,,,52.00773,2016,189
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,586,Pakistan,34,Southern Asia,Country,PAK,1,68.80479684,29.36491634,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,591,Panama,13,Central America,Country,PAN,1,-81.26616623,8.450965746,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,591,Panama,13,Central America,Country,PAN,1,-81.26616623,8.450965746,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,591,Panama,13,Central America,Country,PAN,1,-81.26616623,8.450965746,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,83.93617,,,83.93617,2016,197
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,66.73418,,,66.73418,2016,198
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,79.67633,,,79.67633,2016,199
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,79.75285,78.104550,73.941070,73.94107,2018,200
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,64.64939,59.548070,54.507150,54.50715,2018,201
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,79.75285,78.104550,73.941070,73.94107,2018,202
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,608,Philippines,35,South-Eastern Asia,Country,PHL,1,120.8601418,14.16591706,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,608,Philippines,35,South-Eastern Asia,Country,PHL,1,120.8601418,14.16591706,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,48.70244,,,48.70244,2016,204
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,608,Philippines,35,South-Eastern Asia,Country,PHL,1,120.8601418,14.16591706,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,612,Pitcairn,61,Polynesia,Country,PCN,0,-128.3225873,-24.37538456,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,612,Pitcairn,61,Polynesia,Country,PCN,0,-128.3225873,-24.37538456,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,612,Pitcairn,61,Polynesia,Country,PCN,0,-128.3225873,-24.37538456,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,616,Poland,151,Eastern Europe,Country,POL,1,19.40660158,52.1226733,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,2016,209
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,616,Poland,151,Eastern Europe,Country,POL,1,19.40660158,52.1226733,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,2016,210
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,616,Poland,151,Eastern Europe,Country,POL,1,19.40660158,52.1226733,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,2016,211
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,620,Portugal,39,Southern Europe,Country,PRT,1,-7.961599811,39.68509315,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,2016,212
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,620,Portugal,39,Southern Europe,Country,PRT,1,-7.961599811,39.68509315,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,2016,213
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,620,Portugal,39,Southern Europe,Country,PRT,1,-7.961599811,39.68509315,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,2016,214
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,624,Guinea-Bissau,11,Western Africa,Country,GNB,1,-14.40182514,12.11760394,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,624,Guinea-Bissau,11,Western Africa,Country,GNB,1,-14.40182514,12.11760394,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,624,Guinea-Bissau,11,Western Africa,Country,GNB,1,-14.40182514,12.11760394,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,626,Timor-Leste,35,South-Eastern Asia,Country,TLS,1,125.9451052,-8.797497247,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,8,Albania,39,Southern Europe,Country,ALB,1,20.06660928,41.13897007,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,8,Albania,39,Southern Europe,Country,ALB,1,20.06660928,41.13897007,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,10,Antarctica,1,World,Country,ATA,0,21.47585697,-80.40897662,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,10,Antarctica,1,World,Country,ATA,0,21.47585697,-80.40897662,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,10,Antarctica,1,World,Country,ATA,0,21.47585697,-80.40897662,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,12,Algeria,15,Northern Africa,Country,DZA,1,2.678164227,28.15940032,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,12,Algeria,15,Northern Africa,Country,DZA,1,2.678164227,28.15940032,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,12,Algeria,15,Northern Africa,Country,DZA,1,2.678164227,28.15940032,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,16,American Samoa,61,Polynesia,Country,ASM,0,-170.7187269,-14.30587306,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,16,American Samoa,61,Polynesia,Country,ASM,0,-170.7187269,-14.30587306,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,16,American Samoa,61,Polynesia,Country,ASM,0,-170.7187269,-14.30587306,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,20,Andorra,39,Southern Europe,Country,AND,1,1.576257417,42.54548611,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,100,100,,100,2017,230
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,20,Andorra,39,Southern Europe,Country,AND,1,1.576257417,42.54548611,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,100,100,,100,2017,231
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,20,Andorra,39,Southern Europe,Country,AND,1,1.576257417,42.54548611,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,100,100,,100,2017,232
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,24,Angola,17,Middle Africa,Country,AGO,1,17.57817062,-12.33724746,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,59.77401,,,59.77401,2016,233
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,24,Angola,17,Middle Africa,Country,AGO,1,17.57817062,-12.33724746,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,19.96747,,,19.96747,2016,234
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,24,Angola,17,Middle Africa,Country,AGO,1,17.57817062,-12.33724746,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,53.66399,,,53.66399,2016,235
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,28,Antigua and Barbuda,29,Caribbean,Country,ATG,1,-61.7999755,17.07761471,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,,100,,100,2017,236
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,28,Antigua and Barbuda,29,Caribbean,Country,ATG,1,-61.7999755,17.07761471,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,,98.387100,,98.3871,2017,237
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,28,Antigua and Barbuda,29,Caribbean,Country,ATG,1,-61.7999755,17.07761471,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,,100,,100,2017,238
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,31,Azerbaijan,145,Western Asia,Country,AZE,1,50.01064725,40.39229544,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,100,100,,100,2017,239
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,31,Azerbaijan,145,Western Asia,Country,AZE,1,50.01064725,40.39229544,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,100,100,,100,2017,240
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,31,Azerbaijan,145,Western Asia,Country,AZE,1,50.01064725,40.39229544,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,100,100,,100,2017,241
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,32,Argentina,5,South America,Country,ARG,1,-65.14563274,-35.19446255,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,32,Argentina,5,South America,Country,ARG,1,-65.14563274,-35.19446255,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,32,Argentina,5,South America,Country,ARG,1,-65.14563274,-35.19446255,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,36,Australia,53,Australia and New Zealand,Country,AUS,1,134.3499412,-25.57717202,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,2016,245
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,36,Australia,53,Australia and New Zealand,Country,AUS,1,134.3499412,-25.57717202,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,2016,246
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,36,Australia,53,Australia and New Zealand,Country,AUS,1,134.3499412,-25.57717202,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,2016,247
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,40,Austria,155,Western Europe,Country,AUT,1,14.14172472,47.58704857,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,40,Austria,155,Western Europe,Country,AUT,1,14.14172472,47.58704857,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,40,Austria,155,Western Europe,Country,AUT,1,14.14172472,47.58704857,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,44,Bahamas,29,Caribbean,Country,BHS,1,-78.05111663,24.69546597,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,44,Bahamas,29,Caribbean,Country,BHS,1,-78.05111663,24.69546597,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,44,Bahamas,29,Caribbean,Country,BHS,1,-78.05111663,24.69546597,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,48,Bahrain,145,Western Asia,Country,BHR,1,50.5490754,26.04407747,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,100,100,,100,2017,254
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,48,Bahrain,145,Western Asia,Country,BHR,1,50.5490754,26.04407747,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,100,100,,100,2017,255
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,48,Bahrain,145,Western Asia,Country,BHR,1,50.5490754,26.04407747,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,100,100,,100,2017,256
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,50,Bangladesh,34,Southern Asia,Country,BGD,1,89.17660788,22.86961622,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,55.36664,55.736850,,55.73685,2017,257
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,50,Bangladesh,34,Southern Asia,Country,BGD,1,89.17660788,22.86961622,PRIMAR,Primary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,78.91008,,,78.91008,2016,258
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,50,Bangladesh,34,Southern Asia,Country,BGD,1,89.17660788,22.86961622,LOWSEC,Lower secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,,55.2153,,,55.2153,2016,259
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,51,Armenia,145,Western Asia,Country,ARM,1,44.93839317,40.29499741,UPPSEC,Upper secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,51,Armenia,145,Western Asia,Country,ARM,1,44.93839317,40.29499741,PRIMAR,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,51,Armenia,145,Western Asia,Country,ARM,1,44.93839317,40.29499741,LOWSEC,Lower secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262
4,4.a,4.a.1,SE_ACC_DWAT,"Schools with access to basic drinking water, by education level (%)",2019.Q2.G.01,52,Barbados,29,Caribbean,Country,BRB,1,-59.5346489,13.13648273,UPPSEC,Upper secondary,PERCENT,Percentage,,,G,Global,,,UIS,,C: Country data,,,,,,,,,,,,,,,,100,100,100,,100,2017,263
