goal,target,indicator,seriesCode,seriesDesc,release,geoAreaCode,geoAreaName,parentCode,parentName,type,ISO3,UN_Member,X,Y,ageCode,ageDesc,sexCode,sexDesc,unitsCode,unitsDesc,unitmultiplierCode,unitmultiplierDesc,reportingTypeCode,reportingTypeDesc,valueDetails,footnotes,sources,timeDetails,nature,value_2011,value_2014,value_2017,value_latest_year,latest_year,ObjectId
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,214,Dominican Republic,29,Caribbean,Country,DOM,1,-70.49847576,18.89832088,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,38.2,54.09,56.24,56.24,2017,183
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,218,Ecuador,5,South America,Country,ECU,1,-78.37005241,-1.447785891,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,40.46,51.87,60.24,60.24,2017,184
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,218,Ecuador,5,South America,Country,ECU,1,-78.37005241,-1.447785891,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,33.16,40.82,42.61,42.61,2017,185
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,218,Ecuador,5,South America,Country,ECU,1,-78.37005241,-1.447785891,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,36.74,46.21,51.25,51.25,2017,186
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,222,El Salvador,13,Central America,Country,SLV,1,-88.86862995,13.73603564,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,17.62,41.87,37.58,37.58,2017,187
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,222,El Salvador,13,Central America,Country,SLV,1,-88.86862995,13.73603564,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,10.13,31.91,24.38,24.38,2017,188
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,222,El Salvador,13,Central America,Country,SLV,1,-88.86862995,13.73603564,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,13.76,36.72,30.35,30.35,2017,189
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,226,Equatorial Guinea,17,Middle Africa,Country,GNQ,1,10.46535826,1.565792376,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,190
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,226,Equatorial Guinea,17,Middle Africa,Country,GNQ,1,10.46535826,1.565792376,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,191
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,226,Equatorial Guinea,17,Middle Africa,Country,GNQ,1,10.46535826,1.565792376,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,192
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,231,Ethiopia,14,Eastern Africa,Country,ETH,1,39.63505296,8.631223181,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,,22.62,40.94,40.94,2017,193
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,231,Ethiopia,14,Eastern Africa,Country,ETH,1,39.63505296,8.631223181,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,,21,29.08,29.08,2017,194
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,231,Ethiopia,14,Eastern Africa,Country,ETH,1,39.63505296,8.631223181,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,,21.79,34.83,34.83,2017,195
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,232,Eritrea,14,Eastern Africa,Country,ERI,1,38.11074289,16.12894644,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,196
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,232,Eritrea,14,Eastern Africa,Country,ERI,1,38.11074289,16.12894644,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,197
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,232,Eritrea,14,Eastern Africa,Country,ERI,1,38.11074289,16.12894644,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,198
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,233,Estonia,154,Northern Europe,Country,EST,1,25.84093481,58.68487172,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,96.29,97.92,97.55,97.55,2017,199
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,233,Estonia,154,Northern Europe,Country,EST,1,25.84093481,58.68487172,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,97.26,97.47,98.38,98.38,2017,200
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,233,Estonia,154,Northern Europe,Country,EST,1,25.84093481,58.68487172,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,96.82,97.67,97.99,97.99,2017,201
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,234,Faroe Islands,154,Northern Europe,Country,FRO,0,-7.122044325,62.21228119,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,202
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,234,Faroe Islands,154,Northern Europe,Country,FRO,0,-7.122044325,62.21228119,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,203
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,234,Faroe Islands,154,Northern Europe,Country,FRO,0,-7.122044325,62.21228119,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,204
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,238,Falkland Islands (Malvinas),5,South America,Country,FLK,0,-58.75246778,-51.74562601,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,205
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,238,Falkland Islands (Malvinas),5,South America,Country,FLK,0,-58.75246778,-51.74562601,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,206
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,238,Falkland Islands (Malvinas),5,South America,Country,FLK,0,-58.75246778,-51.74562601,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,207
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,239,South Georgia and the South Sandwich Islands,5,South America,Country,SGS,0,-36.90662765,-54.20736749,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,208
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,239,South Georgia and the South Sandwich Islands,5,South America,Country,SGS,0,-36.90662765,-54.20736749,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,209
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,239,South Georgia and the South Sandwich Islands,5,South America,Country,SGS,0,-36.90662765,-54.20736749,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,210
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,242,Fiji,54,Melanesia,Country,FJI,1,177.9660884,-17.83301566,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,211
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,242,Fiji,54,Melanesia,Country,FJI,1,177.9660884,-17.83301566,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,212
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,242,Fiji,54,Melanesia,Country,FJI,1,177.9660884,-17.83301566,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,213
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,246,Finland,154,Northern Europe,Country,FIN,1,23.308447,61.91586738,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,99.46,100,100,100,2017,214
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,246,Finland,154,Northern Europe,Country,FIN,1,23.308447,61.91586738,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,99.82,100,99.59,99.59,2017,215
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,246,Finland,154,Northern Europe,Country,FIN,1,23.308447,61.91586738,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,99.65,100,99.79,99.79,2017,216
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,500,Montserrat,29,Caribbean,Country,MSR,0,-62.19261223,16.73558313,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,217
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,248,Åland Islands,154,Northern Europe,Country,ALA,0,19.80945969,60.1544901,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,218
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,248,Åland Islands,154,Northern Europe,Country,ALA,0,19.80945969,60.1544901,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,219
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,248,Åland Islands,154,Northern Europe,Country,ALA,0,19.80945969,60.1544901,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,220
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,250,France,155,Western Europe,Country,FRA,1,2.457288129,46.62660861,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,97.49,97.79,96.98,96.98,2017,221
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,250,France,155,Western Europe,Country,FRA,1,2.457288129,46.62660861,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,96.57,95.47,91.29,91.29,2017,222
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,250,France,155,Western Europe,Country,FRA,1,2.457288129,46.62660861,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,96.98,96.58,94,94,2017,223
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,254,French Guiana,5,South America,Country,GUF,0,-53.23619089,3.922673437,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,224
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,254,French Guiana,5,South America,Country,GUF,0,-53.23619089,3.922673437,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,225
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,254,French Guiana,5,South America,Country,GUF,0,-53.23619089,3.922673437,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,226
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,258,French Polynesia,61,Polynesia,Country,PYF,0,-149.4052367,-17.67709294,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,227
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,258,French Polynesia,61,Polynesia,Country,PYF,0,-149.4052367,-17.67709294,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,228
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,258,French Polynesia,61,Polynesia,Country,PYF,0,-149.4052367,-17.67709294,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,229
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,260,French Southern Territories,14,Eastern Africa,Country,ATF,0,69.64849091,-49.6068576,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,230
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,260,French Southern Territories,14,Eastern Africa,Country,ATF,0,69.64849091,-49.6068576,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,231
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,260,French Southern Territories,14,Eastern Africa,Country,ATF,0,69.64849091,-49.6068576,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,232
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,262,Djibouti,14,Eastern Africa,Country,DJI,1,42.18274707,11.56004161,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,16.63,,,16.63,2011,233
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,262,Djibouti,14,Eastern Africa,Country,DJI,1,42.18274707,11.56004161,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,8.76,,,8.76,2011,234
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,262,Djibouti,14,Eastern Africa,Country,DJI,1,42.18274707,11.56004161,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,12.27,,,12.27,2011,235
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,266,Gabon,17,Middle Africa,Country,GAB,1,11.78727747,-0.60687619,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,20.76,35.42,63.8,63.8,2017,236
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,266,Gabon,17,Middle Africa,Country,GAB,1,11.78727747,-0.60687619,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,17.17,30.74,53.7,53.7,2017,237
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,266,Gabon,17,Middle Africa,Country,GAB,1,11.78727747,-0.60687619,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,18.95,33.01,58.6,58.6,2017,238
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,268,Georgia,145,Western Asia,Country,GEO,1,43.3713615,42.04813028,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,[2011]: The sample excludes South Ossetia and Abkhazia because of security risks. The excluded area represents approximately 7% of the total adult population. // [2014]: The sample excludes South Ossetia and Abkhazia were not included for the safety of the interviewers. The excluded area represents approximately 7% of the population. // [2017]:  GNI per capita and population data exclude Abkhazia and South Ossetia.,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,30.65,39.55,58.49,58.49,2017,239
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,268,Georgia,145,Western Asia,Country,GEO,1,43.3713615,42.04813028,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,[2011]: The sample excludes South Ossetia and Abkhazia because of security risks. The excluded area represents approximately 7% of the total adult population. // [2014]: The sample excludes South Ossetia and Abkhazia were not included for the safety of the interviewers. The excluded area represents approximately 7% of the population. // [2017]:  GNI per capita and population data exclude Abkhazia and South Ossetia.,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,34.92,39.76,63.61,63.61,2017,240
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,268,Georgia,145,Western Asia,Country,GEO,1,43.3713615,42.04813028,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,[2011]: The sample excludes South Ossetia and Abkhazia because of security risks. The excluded area represents approximately 7% of the total adult population. // [2014]: The sample excludes South Ossetia and Abkhazia were not included for the safety of the interviewers. The excluded area represents approximately 7% of the population. // [2017]:  GNI per capita and population data exclude Abkhazia and South Ossetia.,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,32.98,39.67,61.23,61.23,2017,241
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,270,Gambia,11,Western Africa,Country,GMB,1,-15.39944785,13.45295927,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,242
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,270,Gambia,11,Western Africa,Country,GMB,1,-15.39944785,13.45295927,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,243
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,270,Gambia,11,Western Africa,Country,GMB,1,-15.39944785,13.45295927,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,244
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,275,State of Palestine,145,Western Asia,Country,PSE,0,35.25694122,31.94347933,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,"[2017]: Global Findex data exclude areas with security concerns close to the Israeli borders, areas accessible only to special Israeli permit holders, and areas with a population of less than 1,000. The excluded areas represent less than 2 percent of the population. The data include East Jerusalem.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,28.67,27.34,34.44,34.44,2017,245
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,275,State of Palestine,145,Western Asia,Country,PSE,0,35.25694122,31.94347933,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,"[2017]: Global Findex data exclude areas with security concerns close to the Israeli borders, areas accessible only to special Israeli permit holders, and areas with a population of less than 1,000. The excluded areas represent less than 2 percent of the population. The data include East Jerusalem.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,10.19,21.21,15.91,15.91,2017,246
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,275,State of Palestine,145,Western Asia,Country,PSE,0,35.25694122,31.94347933,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,"[2017]: Global Findex data exclude areas with security concerns close to the Israeli borders, areas accessible only to special Israeli permit holders, and areas with a population of less than 1,000. The excluded areas represent less than 2 percent of the population. The data include East Jerusalem.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,19.43,24.24,25.02,25.02,2017,247
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,276,Germany,155,Western Europe,Country,DEU,1,10.3806066,51.08862743,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,97.54,98.05,99.08,99.08,2017,248
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,276,Germany,155,Western Europe,Country,DEU,1,10.3806066,51.08862743,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,98.7,99.44,99.2,99.2,2017,249
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,276,Germany,155,Western Europe,Country,DEU,1,10.3806066,51.08862743,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,98.13,98.76,99.14,99.14,2017,250
